Year,Month,Industry_Section,Occupation_Group,Number_of_Vacancies
2021,December,"H: Transportation, storage, postal and courier services",Plant_Machine_Operators,847
2021,December,"H: Transportation, storage, postal and courier services",Skilled_Agricultural_Fishery,1
2021,December,"H: Transportation, storage, postal and courier services",Elementary_Occupations,485
2021,December,"H: Transportation, storage, postal and courier services",Total,3561
2021,December,I: Accommodation and food services,Managers,152
2021,December,I: Accommodation and food services,Professionals,66
2021,December,I: Accommodation and food services,Associate_Professionals,209
2021,December,I: Accommodation and food services,Clerical_Support_Workers,230
2021,December,I: Accommodation and food services,Service_Sales_Workers,5596
2021,December,I: Accommodation and food services,Craft_Related_Workers,87
2021,December,I: Accommodation and food services,Plant_Machine_Operators,82
2021,December,I: Accommodation and food services,Skilled_Agricultural_Fishery,0
2021,December,I: Accommodation and food services,Elementary_Occupations,537
2021,December,I: Accommodation and food services,Total,6959
2021,December,J: Information and communications,Managers,192
2021,December,J: Information and communications,Professionals,1172
2021,December,J: Information and communications,Associate_Professionals,730
2021,December,J: Information and communications,Clerical_Support_Workers,142
2021,December,J: Information and communications,Service_Sales_Workers,46
2021,December,J: Information and communications,Craft_Related_Workers,165
2021,December,J: Information and communications,Plant_Machine_Operators,7
2021,December,J: Information and communications,Skilled_Agricultural_Fishery,0
2021,December,J: Information and communications,Elementary_Occupations,9
2021,December,J: Information and communications,Total,2463
2021,December,K: Financing and insurance,Managers,1431
2021,December,K: Financing and insurance,Professionals,1398
2021,December,K: Financing and insurance,Associate_Professionals,2743
2021,December,K: Financing and insurance,Clerical_Support_Workers,529
2021,December,K: Financing and insurance,Service_Sales_Workers,48
2021,December,K: Financing and insurance,Craft_Related_Workers,2
2021,December,K: Financing and insurance,Plant_Machine_Operators,6
2021,December,K: Financing and insurance,Skilled_Agricultural_Fishery,0
2021,December,K: Financing and insurance,Elementary_Occupations,2
2021,December,K: Financing and insurance,Total,6159
2021,December,L: Real estate,Managers,99
2021,December,L: Real estate,Professionals,71
2021,December,L: Real estate,Associate_Professionals,1005
2021,December,L: Real estate,Clerical_Support_Workers,182
2021,December,L: Real estate,Service_Sales_Workers,2043
2021,December,L: Real estate,Craft_Related_Workers,202
2021,December,L: Real estate,Plant_Machine_Operators,43
2021,December,L: Real estate,Skilled_Agricultural_Fishery,1
2021,December,L: Real estate,Elementary_Occupations,334
2021,December,L: Real estate,Total,3980
2021,December,M & N: Professional and business services,Managers,170
2021,December,M & N: Professional and business services,Professionals,1393
2021,December,M & N: Professional and business services,Associate_Professionals,1870
2021,December,M & N: Professional and business services,Clerical_Support_Workers,452
2021,December,M & N: Professional and business services,Service_Sales_Workers,1340
2021,December,M & N: Professional and business services,Craft_Related_Workers,252
2021,December,M & N: Professional and business services,Plant_Machine_Operators,43
2021,December,M & N: Professional and business services,Skilled_Agricultural_Fishery,104
2021,December,M & N: Professional and business services,Elementary_Occupations,1562
2021,December,M & N: Professional and business services,Total,7186
2021,December,P - S: Social and personal services,Managers,452
2021,December,P - S: Social and personal services,Professionals,4946
2021,December,P - S: Social and personal services,Associate_Professionals,3672
2021,December,P - S: Social and personal services,Clerical_Support_Workers,2427
2021,December,P - S: Social and personal services,Service_Sales_Workers,6114
2021,December,P - S: Social and personal services,Craft_Related_Workers,457
2021,December,P - S: Social and personal services,Plant_Machine_Operators,125
2021,December,P - S: Social and personal services,Skilled_Agricultural_Fishery,9
2021,December,P - S: Social and personal services,Elementary_Occupations,1227
2021,December,P - S: Social and personal services,Total,19429
2021,December,All industry sections covered,Managers,3247
2021,December,All industry sections covered,Professionals,10319
2021,December,All industry sections covered,Associate_Professionals,12250
2021,December,All industry sections covered,Clerical_Support_Workers,5771
2021,December,All industry sections covered,Service_Sales_Workers,19898
2021,December,All industry sections covered,Craft_Related_Workers,2385
2021,December,All industry sections covered,Plant_Machine_Operators,1531
2021,December,All industry sections covered,Skilled_Agricultural_Fishery,115
2021,December,All industry sections covered,Elementary_Occupations,5464
2021,December,All industry sections covered,Total,60980
2022,March,Manufacturing,Managers,44
2022,March,Manufacturing,Professionals,139
2022,March,Manufacturing,Associate_Professionals,115
2022,March,Manufacturing,Clerical_Support_Workers,52
2022,March,Manufacturing,Service_Sales_Workers,132
2022,March,Manufacturing,Craft_Related_Workers,496
2022,March,Manufacturing,Plant_Machine_Operators,207
2022,March,Manufacturing,Skilled_Agricultural_Fishery,0
2022,March,Manufacturing,Elementary_Occupations,218
2022,March,Manufacturing,Total,1403
2022,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Managers,24
2022,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Professionals,3
2022,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Associate_Professionals,63
2022,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Clerical_Support_Workers,12
2022,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Service_Sales_Workers,1
2022,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Craft_Related_Workers,29
2022,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Plant_Machine_Operators,28
2022,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Skilled_Agricultural_Fishery,0
2022,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Elementary_Occupations,83
2022,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Total,243
2022,March,Construction Sites (Manual Workers),Managers,NA
2022,March,Construction Sites (Manual Workers),Professionals,NA
2022,March,Construction Sites (Manual Workers),Associate_Professionals,NA
2022,March,Construction Sites (Manual Workers),Clerical_Support_Workers,NA
2022,March,Construction Sites (Manual Workers),Service_Sales_Workers,NA
2022,March,Construction Sites (Manual Workers),Craft_Related_Workers,183
2022,March,Construction Sites (Manual Workers),Plant_Machine_Operators,9
2022,March,Construction Sites (Manual Workers),Skilled_Agricultural_Fishery,NA
2022,March,Construction Sites (Manual Workers),Elementary_Occupations,77
2022,March,Construction Sites (Manual Workers),Total,269
2022,March,"G: Import/export, wholesale and retail trades",Managers,431
2022,March,"G: Import/export, wholesale and retail trades",Professionals,665
2022,March,"G: Import/export, wholesale and retail trades",Associate_Professionals,1105
2022,March,"G: Import/export, wholesale and retail trades",Clerical_Support_Workers,820
2022,March,"G: Import/export, wholesale and retail trades",Service_Sales_Workers,2742
2022,March,"G: Import/export, wholesale and retail trades",Craft_Related_Workers,182
2022,March,"G: Import/export, wholesale and retail trades",Plant_Machine_Operators,166
2022,March,"G: Import/export, wholesale and retail trades",Skilled_Agricultural_Fishery,0
2022,March,"G: Import/export, wholesale and retail trades",Elementary_Occupations,517
2022,March,"G: Import/export, wholesale and retail trades",Total,6628
2022,March,G45-46: Import/export trade and wholesale,Managers,279
2022,March,G45-46: Import/export trade and wholesale,Professionals,475
2022,March,G45-46: Import/export trade and wholesale,Associate_Professionals,860
2022,March,G45-46: Import/export trade and wholesale,Clerical_Support_Workers,484
2022,March,G45-46: Import/export trade and wholesale,Service_Sales_Workers,200
2022,March,G45-46: Import/export trade and wholesale,Craft_Related_Workers,127
2022,March,G45-46: Import/export trade and wholesale,Plant_Machine_Operators,143
2022,March,G45-46: Import/export trade and wholesale,Skilled_Agricultural_Fishery,0
2022,March,G45-46: Import/export trade and wholesale,Elementary_Occupations,347
2022,March,G45-46: Import/export trade and wholesale,Total,2915
2022,March,G47: Retail,Managers,152
2022,March,G47: Retail,Professionals,190
2022,March,G47: Retail,Associate_Professionals,245
2022,March,G47: Retail,Clerical_Support_Workers,336
2022,March,G47: Retail,Service_Sales_Workers,2542
2022,March,G47: Retail,Craft_Related_Workers,55
2022,March,G47: Retail,Plant_Machine_Operators,23
2022,March,G47: Retail,Skilled_Agricultural_Fishery,0
2022,March,G47: Retail,Elementary_Occupations,170
2022,March,G47: Retail,Total,3713
2022,March,"H: Transportation, storage, postal and courier services",Managers,125
2022,March,"H: Transportation, storage, postal and courier services",Professionals,192
2022,March,"H: Transportation, storage, postal and courier services",Associate_Professionals,517
2022,March,"H: Transportation, storage, postal and courier services",Clerical_Support_Workers,606
2022,March,"H: Transportation, storage, postal and courier services",Service_Sales_Workers,155
2022,March,"H: Transportation, storage, postal and courier services",Craft_Related_Workers,391
2022,March,"H: Transportation, storage, postal and courier services",Plant_Machine_Operators,837
2022,March,"H: Transportation, storage, postal and courier services",Skilled_Agricultural_Fishery,1
2022,March,"H: Transportation, storage, postal and courier services",Elementary_Occupations,725
2022,March,"H: Transportation, storage, postal and courier services",Total,3549
2022,March,I: Accommodation and food services,Managers,139
2022,March,I: Accommodation and food services,Professionals,43
2022,March,I: Accommodation and food services,Associate_Professionals,205
2022,March,I: Accommodation and food services,Clerical_Support_Workers,189
2022,March,I: Accommodation and food services,Service_Sales_Workers,2695
2022,March,I: Accommodation and food services,Craft_Related_Workers,64
2022,March,I: Accommodation and food services,Plant_Machine_Operators,31
2022,March,I: Accommodation and food services,Skilled_Agricultural_Fishery,0
2022,March,I: Accommodation and food services,Elementary_Occupations,454
2022,March,I: Accommodation and food services,Total,3820
2022,March,J: Information and communications,Managers,375
2022,March,J: Information and communications,Professionals,1466
2022,March,J: Information and communications,Associate_Professionals,625
2022,March,J: Information and communications,Clerical_Support_Workers,118
